GENE,TYPE,MAX_CORR
SEMA5A-rt,RT,0.998157
PTPRC-rt,RT,0.998122
DNASE2B-rt,RT,0.998080
ST3GAL6-rt,RT,0.997966
CAV1-rt,RT,0.997957
TMTC3-rt,RT,0.997913
MBNL1-rt,RT,0.997892
DYRK2-rt,RT,0.997807
PCED1B-rt,RT,0.997758
PDGFC-rt,RT,0.997586
MICU3-rt,RT,0.997552
ITGA2-rt,RT,0.997536
ANXA1-rt,RT,0.997419
IL22-rt,RT,0.997404
ORMDL1-rt,RT,0.997377
STK17B-rt,RT,0.997330
PLGRKT-rt,RT,0.997318
GLRB-rt,RT,0.997316
HTR7-rt,RT,0.997296
RHBDD1-rt,RT,0.997286
PTHLH-rt,RT,0.997278
PMS1-rt,RT,0.997268
SDPR-rt,RT,0.997206
SLC38A4-rt,RT,0.996946
KITLG-rt,RT,0.996916
ARHGAP25-rt,RT,0.996803
BIVM-rt,RT,0.996719
ST3GAL6-AS1-rt,RT,0.996682
ARHGAP44-rt,RT,0.996677
OSGEPL1-rt,RT,0.996622
PDHX-rt,RT,0.996577
RASGRP3-rt,RT,0.996495
FN1-rt,RT,0.996349
LINC00607-rt,RT,0.996325
CCDC168-rt,RT,0.996265
AMIGO2-rt,RT,0.996138
LINC00643-rt,RT,0.996084
CPOX-rt,RT,0.996021
ST7-OT3-rt,RT,0.996020
PDCD1LG2-rt,RT,0.995986
IVNS1ABP-rt,RT,0.995973
CTAGE1-rt,RT,0.995927
C15orf54-rt,RT,0.995759
RLN1-rt,RT,0.995537
ASPH-rt,RT,0.995525
INSL4-rt,RT,0.995409
WISP1-rt,RT,0.995298
FILIP1L-rt,RT,0.995272
MYOCD-rt,RT,0.995157
OTOGL-rt,RT,0.994865
GADL1-rt,RT,0.994348
FMN2-rt,RT,0.994283
SLA-rt,RT,0.994153
COL3A1-rt,RT,0.994055
GDNF-rt,RT,0.994049
CDH2-rt,RT,0.993847
CMSS1-rt,RT,0.993600
RP11-356I2.4-rt,RT,0.993538
LIFR-rt,RT,0.993147
MIR569-rt,RT,0.993110
DIRC1-rt,RT,0.992853
TNFAIP3-rt,RT,0.992688
BACH1-rt,RT,0.992513
SLC40A1-rt,RT,0.992445
SLC1A2-rt,RT,0.992409
TNC-rt,RT,0.991983
PHF20L1-rt,RT,0.991903
ST3GAL1-rt,RT,0.991858
TNFSF8-rt,RT,0.991343
PIGN-rt,RT,0.991229
MIR610-rt,RT,0.991051
CLDN1-rt,RT,0.990906
COL5A2-rt,RT,0.990452
ENOX1-rt,RT,0.990409
EVA1A-rt,RT,0.990261
KIF18A-rt,RT,0.990047
CH25H-rt,RT,0.989399
KIAA1432-rt,RT,0.989362
LTBP1-rt,RT,0.989037
TSPAN2-rt,RT,0.988650
WDR75-rt,RT,0.988560
RPF1-rt,RT,0.987318
NGF-rt,RT,0.986316
UBE2D1-rt,RT,0.985243
WNT2-rt,RT,0.984616
STMND1-rt,RT,0.984242
ASNSD1-rt,RT,0.983969
TP63-rt,RT,0.982976
ANKAR-rt,RT,0.982966
IL12A-rt,RT,0.982665
PRTFDC1-rt,RT,0.982063
ARHGAP18-rt,RT,0.980971
C3orf80-rt,RT,0.980600
TG-rt,RT,0.980060
TNFSF15-rt,RT,0.978121
